ID,kayit_zamani,enlem,boylam,Tesis_Türü,Sonuç,Sızıntı_Olasılığı,Ses_Gücü
6355,24-10-30 15:05:03,39.95874045,32.88036229,Sayaç,N,0.09,3.45
6160,24-10-31 14:44:27,39.96176704,32.87875802,Sayaç,L,0.60,3.41
6084,24-10-31 15:20:43,39.95908703,32.88204571,Sayaç,N,0.00,3.4
6083,24-10-31 15:08:11,39.95992702,32.88132598,Sayaç,L,0.71,3.39
6314,24-10-30 16:11:15,39.95907803,32.87342604,Sayaç,N,0.19,3.35
6339,24-10-31 11:07:23,39.96035088,32.87526174,Sayaç,N,0.45,3.32
6330,24-10-31 14:33:41,39.96201357,32.87811829,Sayaç,L,0.99,3.29
6122,24-10-31 11:16:45,39.96055257,32.87840294,Sayaç,N,0.12,3.25
6231,24-10-31 10:53:27,39.96005228,32.87575325,Sayaç,N,0.00,3.22
6307,24-10-31 10:43:32,39.96113495,32.87924113,Sayaç,L,0.99,3.19
6250,24-10-31 14:23:34,39.9605949,32.87987061,Sayaç,L,0.99,3.11
6221,24-10-31 10:13:32,39.95890915,32.87807202,Sayaç,L,0.99,3.1
6210,24-10-31 15:03:59,39.96219301,32.87813096,Sayaç,L,0.99,3.06
6296,24-10-31 10:11:17,39.95929995,32.87864584,Sayaç,N,0.16,2.95
6165,24-10-31 14:40:28,39.96084915,32.88068517,Sayaç,L,0.82,2.95
6328,24-10-30 15:50:00,39.95922619,32.87090063,Vana,L,0.99,2.91
6312,24-10-31 15:59:52,39.96274082,32.87564797,Sayaç,N,0.12,2.91
6164,24-10-31 10:20:54,39.95891099,32.87719393,Sayaç,N,0.00,2.87
6362,24-10-30 15:56:14,39.95929592,32.87178861,Vana,L,0.98,2.86
6101,24-10-31 14:56:48,39.95882657,32.87473049,Vana,L,0.98,2.83
6174,24-10-30 15:55:06,39.95892474,32.88067829,Sayaç,N,0.00,2.82
6109,24-10-31 10:01:35,39.95929982,32.87864598,Sayaç,L,0.92,2.79
6322,24-10-31 11:05:29,39.96151786,32.87583103,Sayaç,L,0.99,2.79
6159,24-10-31 11:30:59,39.95977961,32.87674969,Sayaç,N,0.28,2.78
6239,24-10-31 15:04:45,39.95944501,32.88110023,Sayaç,L,0.96,2.78
6260,24-11-01 10:25:26,39.95857253,32.88769981,Sayaç,L,0.94,2.76
6327,24-10-30 15:19:18,39.96186022,32.87965884,Vana,L,0.59,2.75
6411,24-11-01 10:36:29,39.95921989,32.88737727,Sayaç,L,0.87,2.66
6088,24-11-01 09:53:13,39.96022189,32.88467964,Sayaç,L,0.99,2.56
6417,24-10-31 10:33:51,39.95914125,32.87562383,Sayaç,L,0.93,2.55
6372,24-10-31 10:31:43,39.96208103,32.88001645,Sayaç,L,0.95,2.51
6196,24-10-31 10:49:33,39.9598711,32.87718119,Sayaç,N,0.02,2.5
6191,24-10-31 15:12:50,39.96224403,32.877565,Sayaç,L,0.99,2.49
6335,24-11-01 10:12:48,39.96057296,32.88388101,Sayaç,N,0.05,2.48
6400,24-10-31 14:17:59,39.96212202,32.87693108,Sayaç,N,0.01,2.44
6285,24-11-01 10:41:18,39.95897501,32.887336,Sayaç,L,0.99,2.42
6419,24-10-31 15:30:43,39.95900658,32.88275616,Sayaç,N,0.26,2.41
6345,24-10-30 15:09:14,39.95926875,32.87976416,Sayaç,N,0.43,2.4
6163,24-10-31 10:08:44,39.95929995,32.87864584,Sayaç,N,0.04,2.4
6087,24-10-31 10:47:19,39.95952057,32.87533315,Sayaç,L,0.99,2.39
6213,24-10-31 10:45:16,39.95947597,32.87471697,Vana,N,0.03,2.38
6217,24-10-31 10:48:15,39.96174901,32.8792309,Sayaç,L,0.94,2.38
6211,24-10-31 14:12:53,39.96135429,32.87987798,Sayaç,N,0.00,2.36
6277,24-10-30 16:03:15,39.95927299,32.87953902,Sayaç,N,0.04,2.31
6114,24-10-31 10:16:02,39.96095083,32.87921648,Sayaç,N,0.14,2.3
6167,24-10-31 14:11:24,39.95994537,32.87946643,Sayaç,N,0.01,2.29
6276,24-10-31 14:26:05,39.95946326,32.87910366,Sayaç,N,0.00,2.24
6301,24-10-31 09:54:39,39.95929202,32.87834696,Sayaç,N,0.00,2.21
6153,24-10-31 10:16:36,39.95887754,32.87731899,Sayaç,L,0.98,2.15
6169,24-10-31 11:28:22,39.96120711,32.87862087,Sayaç,L,0.95,2.1
6259,24-10-30 16:37:40,39.96044097,32.874777,Sayaç,N,0.06,2.09
6346,24-10-31 15:31:22,39.96248538,32.87668096,Sayaç,N,0.11,2.09
6135,24-10-31 11:12:35,39.95979992,32.87581662,Sayaç,N,0.00,2.08
6244,24-10-30 16:26:48,39.959507,32.87450403,Sayaç,L,0.97,2.07
6129,24-10-31 14:01:12,39.95963539,32.87937993,Sayaç,N,0.00,2.06
